,X,gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction,patient,passage,group,type
5936,5936,SHANK2,ENSG00000162105,-0.108223700823118,0.59655410973208,-0.548136321677695,1.44711445839502e-05,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5937,5937,SHOC2,ENSG00000108061,0.121274461054102,0.569047661901416,-0.56622531840803,1.42279176017263e-05,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5938,5938,SIKE1,ENSG00000052723,0.0559392616931106,0.782294501513055,-0.553410603323752,1.80715459756599e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5939,5939,SKA3,ENSG00000165480,0.151687033271509,0.485833252407687,0.682874657815938,3.74861137215617e-07,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5940,5940,SLC12A8,ENSG00000221955,-0.164787803978813,0.381157794550071,-0.802429746500726,4.21471891855835e-11,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5941,5941,SLC20A2,ENSG00000168575,-0.00862816600516933,0.967900255371997,-0.664102101054274,3.30649978291327e-09,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5942,5942,SLC25A25,ENSG00000148339,-0.237169273588797,0.199529443022933,-0.537953745743268,0.0003090566169367,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5943,5943,SLC2A12,ENSG00000146411,-0.0679709930029388,0.872471006574124,0.805470506619494,1.33138179336492e-08,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5944,5944,SLC30A7,ENSG00000162695,0.0432135710641188,0.858659039510296,-0.698718923637826,3.46689018305056e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5945,5945,SLC35A3,ENSG00000117620,-0.207455492525421,0.228841148980946,-0.712213712614282,2.55867859122562e-09,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5946,5946,SLC7A6OS,ENSG00000103061,0.13983156507873,0.435657706600388,0.996354565634153,5.62221956755828e-17,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5947,5947,SLCO3A1,ENSG00000176463,0.0440729852553287,0.840980364367801,-0.566893435016658,1.30797056415518e-07,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5948,5948,SLCO4C1,ENSG00000173930,-0.00188702949230638,0.99778210284825,0.535404100972851,0.00134677174147926,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5949,5949,SLIRP,ENSG00000119705,0.000620173087516745,0.99902315116668,-0.512261708780527,6.98207288018135e-11,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5950,5950,SMC4,ENSG00000113810,0.00575217719290504,0.984657687900509,0.550916717645571,1.22001336664597e-05,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5951,5951,SMIM19,ENSG00000176209,-0.147152406831889,0.278227042673849,-0.941090376407578,3.03854215920727e-28,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5952,5952,SMIM22,ENSG00000267795,-0.207670206992453,0.116248760209486,-1.40523472604321,5.05043191017745e-58,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5953,5953,SMURF1,ENSG00000198742,0.0990341807810834,0.65542616126738,-0.631006034691432,1.14173417309446e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5954,5954,SNX13,ENSG00000071189,-0.196287549363541,0.277261479029738,-0.59914009280915,8.07994613395276e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5955,5955,SOCS5,ENSG00000171150,0.0342839699107163,0.913365531346644,-0.534207808610133,0.000285224538743804,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5956,5956,SORD,ENSG00000140263,0.185015301981719,0.284621944414762,0.511398177120185,3.38159157801046e-05,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5957,5957,SPACA9,ENSG00000165698,-0.0727475109873779,0.811594808494509,-0.533704003559294,0.000157159360940543,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5958,5958,SPTSSA,ENSG00000165389,0.13417494434639,0.272933860342422,0.71966199564945,5.64101597264049e-17,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5959,5959,SPTY2D1,ENSG00000179119,-0.014429170103313,0.942997010766649,-0.585483943691755,6.42900578703033e-08,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5960,5960,SQLE,ENSG00000104549,-0.0353556394825489,0.845663443371098,0.52876356390946,2.81197293393933e-07,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5961,5961,SRM,ENSG00000116649,-0.0122286725761154,0.946407020801996,0.549504592081004,7.77483667689469e-11,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5962,5962,SS18L2,ENSG00000008324,-0.0740419200228356,0.533490753075013,0.615936591223456,8.59541031774923e-15,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5963,5963,SSBP3,ENSG00000157216,0.216696832156036,0.258105520579657,-0.70310053423753,1.78947873026248e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5964,5964,STAT5A,ENSG00000126561,-0.243822581467771,0.183538251225628,-0.551411011692902,1.32815292882889e-05,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5965,5965,STRIP1,ENSG00000143093,0.251005982758405,0.291515300596753,-0.610135014979905,0.000115853416219136,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5966,5966,SULT2B1,ENSG00000088002,0.158102659612254,0.425147766458615,0.540803262958672,3.60793167814004e-05,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5967,5967,SUMF2,ENSG00000129103,0.0141654711265075,0.951587484929984,-0.603125900463515,2.48300356094074e-09,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5968,5968,SYNGR1,ENSG00000100321,-0.0246076652257663,0.951587484929984,0.620559198487778,2.0062113226044e-07,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5969,5969,SZT2,ENSG00000198198,-0.021761938742213,0.93898430020348,-0.655313508330374,1.26718178597e-05,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5970,5970,TAF11,ENSG00000064995,-0.0822947587249133,0.745905279748085,-0.525162689593965,1.71804668766625e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5971,5971,TAF13,ENSG00000197780,0.0644462915950521,0.806154687604577,-0.790477673972647,2.92193914146253e-09,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5972,5972,TBC1D24,ENSG00000162065,-0.08599415879324,0.922708974924944,-0.708823172785933,4.03721405608391e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5973,5973,TBL2,ENSG00000106638,-0.0274241926596941,0.903654709890187,-0.633869175072074,6.00409980262532e-08,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5974,5974,TCF7L1,ENSG00000152284,-0.0256438274022502,0.903104707036711,-0.889358022571265,7.5742288941637e-19,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5975,5975,TECPR1,ENSG00000205356,-0.000308726126456444,0.987797430984361,-0.505763599488554,0.00105582962185413,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5976,5976,TES,ENSG00000135269,-0.0995517342496934,0.555279741975901,-0.548765466347177,2.85898807144353e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5977,5977,THAP1,ENSG00000131931,-0.0831093688525148,0.690493662893079,-0.640918644850486,7.79520768583295e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5978,5978,THAP11,ENSG00000168286,0.0246402896672516,0.904698367478285,0.675073396243116,3.24843060670032e-09,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5979,5979,THAP5,ENSG00000177683,-0.0948552164105622,0.698734595547236,-0.614779057456958,2.18049701883188e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5980,5980,THEMIS2,ENSG00000130775,0.352098758327997,0.113138790816183,0.657044043142376,8.41822179144258e-05,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5981,5981,TM4SF1,ENSG00000169908,-0.0680402517362073,0.489808733745698,0.56277538310816,6.10987618608715e-19,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5982,5982,TMEM120A,ENSG00000189077,-0.0710447511084932,0.754148101081094,-0.537836614894633,1.76323940159599e-05,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5983,5983,TMEM165,ENSG00000134851,-0.198973896560891,0.124480616726383,-0.50281510965114,2.75889302178072e-07,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5984,5984,TMEM167B,ENSG00000215717,0.102510492829353,0.586842314268275,-0.531093203121574,6.18779072850298e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5985,5985,TMEM205,ENSG00000105518,-0.0568211368018003,0.722973696670474,0.672773311405864,1.76252441226503e-11,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5986,5986,TMEM208,ENSG00000168701,-0.012838139684291,0.926570477595142,0.876251833721616,2.01551303358069e-30,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5987,5987,TMEM30A,ENSG00000112697,0.0392401764579696,0.886374485212166,-0.525000776216687,3.10434310478062e-05,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5988,5988,TMEM64,ENSG00000180694,-0.0803495150217897,0.772226855441276,0.502843487945108,0.000571962849706981,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5989,5989,TMEM70,ENSG00000175606,0.129819748630729,0.411029319445337,0.528778350608576,6.07629712637942e-07,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5990,5990,TNFRSF14,ENSG00000157873,0.224209000689872,0.249196294279447,-0.646165323068264,1.86364570282171e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5991,5991,TNRC18,ENSG00000182095,-0.235457580336981,0.268122937325407,-1.39006685177644,3.77353164505719e-27,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5992,5992,TONSL,ENSG00000160949,0.0629614968272567,0.843933583383675,0.559519016881608,0.000209741801372241,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5993,5993,TOP2A,ENSG00000131747,0.311447966087882,0.159359626449859,0.921188461915001,2.82887501007887e-08,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5994,5994,TPBG,ENSG00000146242,-0.241154960400281,0.172989451875711,-0.597041296782365,9.25860373603413e-06,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5995,5995,TPRG1L,ENSG00000158109,-0.0688075951138009,0.874867285735795,-0.61371408120593,3.04283300975957e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5996,5996,TRADD,ENSG00000102871,-0.141369495969273,0.572938851558924,0.771499766962292,2.06893065950085e-11,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5997,5997,TRAF7,ENSG00000131653,-0.0458975364603988,0.912180151911388,-0.514021692006647,4.894832155048e-08,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5998,5998,TRIAP1,ENSG00000170855,-0.106778933966807,0.463518691493355,0.560928063294779,1.5674233337134e-08,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
5999,5999,TRIM33,ENSG00000197323,0.0987906564462412,0.597036860274692,-0.520089795754936,1.0981976054448e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6000,6000,TRIM73,ENSG00000178809,0.039865334634625,0.913365531346644,-0.947088316211288,8.91620791075473e-09,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6001,6001,TRIM8,ENSG00000171206,0.199205858150873,0.304511009998735,-0.751547953569021,5.83579142384842e-08,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6002,6002,TRIML2,ENSG00000179046,-0.187388713995123,0.39019114224078,-1.02775179113993,2.77963520379436e-11,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6003,6003,TRMT13,ENSG00000122435,0.0081236506455714,0.979416449850599,-0.557725233005963,9.47405564044171e-05,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6004,6004,TRPV6,ENSG00000165125,0.255934799881915,0.182026546043704,-0.772553191565722,7.24073164483642e-09,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6005,6005,TSC2,ENSG00000103197,0.15158162322897,0.447567089380062,-0.511301251869295,0.000114074723203232,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6006,6006,TTC39C,ENSG00000168234,-0.190687155051909,0.262127184500489,0.538131101697706,6.27428612534871e-06,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6007,6007,TTC7A,ENSG00000068724,0.198465491540728,0.385542066854922,-0.54408404518442,0.000100392163516332,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6008,6008,TTI2,ENSG00000129696,0.112568395599398,0.59744597812034,-0.623026765308025,1.38021192928468e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6009,6009,TTK,ENSG00000112742,0.212583784467763,0.306947178059496,0.81521038257125,3.57326674516924e-08,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6010,6010,TTYH3,ENSG00000136295,-0.226081707618554,0.311989610307689,-1.16948549263227,7.50243215614516e-19,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6011,6011,TUBE1,ENSG00000074935,-0.257108395434698,0.148926259338199,-0.546111234163038,0.000120847162656522,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6012,6012,TUBGCP2,ENSG00000130640,0.205142826454612,0.191065359923085,0.550836454817062,9.27704863669972e-07,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6013,6013,TUFT1,ENSG00000143367,0.276990839808289,0.143803106398226,0.520876934370727,0.000109388456046065,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6014,6014,TXNL4B,ENSG00000140830,0.244081109930315,0.218450507910324,0.611112284251756,2.15600380234157e-05,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6015,6015,TYMS,ENSG00000176890,0.189904732928024,0.341095904799713,1.1845387864208,1.65676854703063e-18,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6016,6016,UFSP2,ENSG00000109775,-0.322432649531739,0.10482365880655,-0.699626260942239,2.36247256954185e-07,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6017,6017,USP28,ENSG00000048028,0.158411484515186,0.349068672305124,0.878195148718388,1.29704228965109e-14,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6018,6018,USP6NL,ENSG00000148429,-0.29665033296065,0.146643719235452,-0.511608254505492,0.000155624766797333,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6019,6019,UTP4,ENSG00000141076,-0.105662578863367,0.718601157171972,0.554987028305236,1.21125016281688e-06,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6020,6020,VASN,ENSG00000168140,-0.196175184259871,0.360600103469989,-0.569923196875002,0.000133093260508917,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6021,6021,VDAC3,ENSG00000078668,-0.0986778116835724,0.388498195821958,-0.536201725605841,2.16483016229776e-12,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6022,6022,VGLL1,ENSG00000102243,0.00024369054690976,0.997739088617173,0.517633999061497,5.42660088458651e-08,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6023,6023,VIM-AS1,ENSG00000229124,-0.323038436397294,0.136603904955043,-0.516295207961792,0.00119808086406924,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6024,6024,VOPP1,ENSG00000154978,-0.335324798212957,0.127415036374865,-0.617020556602703,5.81754145822582e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6025,6025,WASHC2A,ENSG00000099290,-0.289324828636141,0.148991250627659,-0.535417227150767,0.000154694179941055,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6026,6026,ZBTB11,ENSG00000066422,-0.110828362961328,0.592132663929744,-0.53807631465542,9.28983522936891e-05,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6027,6027,ZBTB22,ENSG00000236104,-0.32905049738688,0.132573171255739,-0.546693635221785,0.000634991440335164,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6028,6028,ZBTB41,ENSG00000177888,-0.104159553531735,0.659658075936592,-0.549458251787812,4.65311478839751e-05,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6029,6029,ZDHHC23,ENSG00000184307,-0.0898537698772041,0.741988719857246,-0.558238025926322,0.000137436743095543,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6030,6030,ZFHX3,ENSG00000140836,-0.0844835320848161,0.673912069260716,0.686132959694026,8.77909609849289e-08,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6031,6031,ZFP36,ENSG00000128016,-0.0389642276912675,0.868104260185322,-0.753420047465053,5.0332552640137e-08,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6032,6032,ZFP90,ENSG00000184939,0.0749429263187083,0.763205344676078,0.515396166020209,0.000377785323943284,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6033,6033,ZG16B,ENSG00000162078,0.220365391036255,0.277363300775491,-1.62150880717557,8.50438851666335e-30,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6034,6034,ZMIZ1,ENSG00000108175,-0.297400283715083,0.121773502749958,-0.544885154177098,6.14547055016416e-05,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6035,6035,ZMIZ2,ENSG00000122515,0.212511332211599,0.217481772271191,-0.565967961748106,1.19748863280772e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6036,6036,ZNF117,ENSG00000152926,0.0351492349805387,0.899352899919985,-1.36394554668583,2.45558918067895e-21,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6037,6037,ZNF117,ENSG00000152926,0.0351492349805387,0.899352899919985,-1.36394554668583,2.45558918067895e-21,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6038,6038,ZNF224,ENSG00000267680,0.299245538083344,0.177170008930207,0.680788876281593,6.35443768193976e-06,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6039,6039,ZNF324,ENSG00000083812,-0.284713107839403,0.199813035735335,-0.66900291035522,1.22189161565304e-05,trans,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6040,6040,ZNF365,ENSG00000138311,-0.201420066868039,0.386899727016989,-0.967927611649088,2.57389781366269e-10,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6041,6041,ZNF384,ENSG00000126746,-0.230577013327377,0.225207164772825,-0.774551905116849,5.9237708555097e-09,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6042,6042,ZNF667-AS1,ENSG00000166770,0.121331792720143,0.586333982621428,0.679684956986528,8.73833778322649e-07,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6043,6043,ZNF680,ENSG00000173041,-0.130410282611781,0.659776797751352,-0.734453478431365,1.44982563409598e-06,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6044,6044,ZNF736,ENSG00000234444,-0.144861285184224,0.490604911825785,-0.680383840447196,1.15985929050503e-05,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6045,6045,ZNF821,ENSG00000102984,0.320245566646719,0.14115186971481,0.518832523989552,0.00062379203252455,cis,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6046,6046,ZNF85,ENSG00000105750,0.130376010448833,0.521675447145092,0.66227709978217,2.07498833196973e-07,trans,Induced,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6047,6047,ZNF853,ENSG00000236609,-0.318345501455636,0.121800919637921,-0.653312085063306,8.53331752962912e-07,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6048,6048,ZP3,ENSG00000188372,-0.297953367495868,0.135955342854596,-0.779834084897139,8.36723827990469e-10,cis,Repressed,Pt5,X10,1,Genes that remain fixed after drug withdrawal
6049,6049,ABCA7,ENSG00000064687,-0.428829115669378,0.136442632429063,-0.947142639101133,9.22987456111423e-11,trans,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6050,6050,ABCD1,ENSG00000101986,-0.153560624603954,0.688677078902241,0.86526338019721,7.51461218917029e-08,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6051,6051,ABCD3,ENSG00000117528,-0.248946939197471,0.413098435864256,-0.705239759142901,6.0114452140446e-09,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6052,6052,ABHD11,ENSG00000106077,0.0928735626099886,0.744887178778407,-0.830566074791491,2.04626629273223e-25,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6053,6053,ABHD13,ENSG00000139826,0.243267400486418,0.388773516345213,0.638277001879387,5.73896010103564e-08,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6054,6054,ABTB1,ENSG00000114626,-0.0104975826562381,0.999982271782623,-0.607149821435484,4.22907484643907e-05,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6055,6055,AC004130.1,ENSG00000271133,0.177816895502906,0.755647278685009,-0.817315039401608,1.30299499036612e-08,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6056,6056,AC009948.1,ENSG00000223960,-0.0847678960554011,0.916317036966127,0.642495652539601,2.16820240261414e-05,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6057,6057,AC100810.1,ENSG00000253982,-0.107180159996168,0.7887738877845,0.771141121260086,6.14807836708349e-10,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6058,6058,ACADSB,ENSG00000196177,-0.002213197527994,0.999982271782623,0.563284363481049,0.000368248168457801,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6059,6059,ACAP3,ENSG00000131584,-0.186041552755283,0.597981301504592,-0.754748873895631,4.58782613008585e-09,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6060,6060,ACBD5,ENSG00000107897,-0.284101229244463,0.301159238213325,-0.933109457888613,7.52303860958369e-16,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6061,6061,ACD,ENSG00000102977,0.126720249642185,0.765351564795791,0.924501805033426,7.54326297016064e-12,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6062,6062,ACER3,ENSG00000078124,0.385331989413874,0.232813208860266,0.846246282410047,4.97865096228599e-09,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6063,6063,ACOT7,ENSG00000097021,0.151712506423597,0.631130307896622,0.604972662451122,5.78666420985709e-08,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6064,6064,ACSL3,ENSG00000123983,-0.0992089656104648,0.77465900737856,0.518634856069681,1.47774532702747e-06,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6065,6065,ACTN1,ENSG00000072110,-0.0459722593135772,0.908973207640787,0.689973884958043,2.65246245963771e-17,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6066,6066,ACTR3B,ENSG00000133627,-0.0832695666088009,0.759179560920232,0.553339250984846,1.70176539682513e-11,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6067,6067,ADAL,ENSG00000168803,-0.312815015581062,0.49673772002679,-0.688055816866365,1.88781024294285e-05,trans,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6068,6068,AGL,ENSG00000162688,-0.0240609079956722,0.999982271782623,-0.53685610982654,7.86638144111438e-05,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6069,6069,AGPS,ENSG00000018510,0.0820370848587377,0.825706790246182,0.649325534150286,2.09733513018637e-09,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6070,6070,AHCYL1,ENSG00000168710,-0.0890309212412425,0.777071755979903,-0.512264592148363,2.19890056205659e-09,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6071,6071,AIMP2,ENSG00000106305,0.342802150065397,0.128315180336167,-1.01593769901629,2.60587972569217e-25,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6072,6072,AK3,ENSG00000147853,-0.00406837110841105,0.999982271782623,0.620877441648663,2.70192994051831e-10,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6073,6073,AKAP17A,ENSG00000197976,0.315263358449666,0.288990431355586,0.715259367966677,7.42019450003963e-08,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6074,6074,AKAP9,ENSG00000127914,0.120663573888399,0.567638921726044,-0.535627625804193,7.6878072972098e-13,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6075,6075,AKR1B1,ENSG00000085662,-0.0921074250068029,0.864111415108669,1.15833282465701,7.52924522670879e-19,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6076,6076,AL135925.1,ENSG00000272447,-0.232189916927855,0.567638921726044,-0.511396317217215,0.00469143757312593,trans,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6077,6077,AL355338.1,ENSG00000274605,0.0679383828483437,0.876129099264839,0.65697097485044,7.36296274876269e-10,cis,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6078,6078,AL451165.2,ENSG00000272288,-0.120626891366155,0.789868815723272,-0.626684656888363,4.19827167399873e-05,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6079,6079,ALDH1B1,ENSG00000137124,0.0860808409153933,0.892326483211283,0.638805652856722,8.08088345624106e-06,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6080,6080,ALDH3A2,ENSG00000072210,-0.125282621643734,0.788931066681315,0.527929516657527,8.70425935991869e-06,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6081,6081,ALG14,ENSG00000172339,0.181303556104604,0.67587126780358,-0.580870177192762,1.93250180384603e-05,cis,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6082,6082,ALOX5,ENSG00000012779,-0.0928219623995141,0.88960175259794,-1.41406177102587,4.97211567518915e-23,trans,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6083,6083,AMFR,ENSG00000159461,0.350390270514801,0.220084323912434,0.825371960554794,2.20959292319655e-10,trans,Induced,Pt5,X10,2,Genes that remain fixed after drug withdrawal
6084,6084,ANG,ENSG00000214274,-0.429368524728941,0.213669496018866,-0.60493563388163,0.000279675623898425,trans,Repressed,Pt5,X10,2,Genes that remain fixed after drug withdrawal
